he_word,en_word
רייצ,reitz
לילדים,for children
למיטה,to bed
לוקחים,taking
ספרי,my books
אדבר,i will speak.
צו,order
הלכה,halacha
תרצי,you would like
דיבר,spoke
הומו,gay
שקר,lie
צדק,justice
סונכרן,synchronize
הראשי,the main
מלך,king
הצלחת,you succeeded.
תיכנס,come in.
משמעות,meaning
קחו,take
התעופה,aviation
למנוע,prevent
משטרה,police
קונה,buyer
העניינים,the affairs
לדמיין,imagine
קי,key
חשובה,important
אליס,alice
שנמצא,found
בכנות,sincerely
תיקח,you will take
לוקחת,taking
לסגור,close
המטוס,the plane
ידידי,my friend
שישי,friday
תדבר,speak.
שרק,shrek
חזרתי,i am back.
מרטין,martin
להרשות,allow
ידעו,knew
סביר,reasonable
לגנוב,steal
צוחקת,laughing
צופה,viewer
מתקשר,caller
תוכלו,you can
טד,ted
דיוויד,david
דרכים,ways
הימים,the days
למדתי,i learned
פיל,elephant
אינם,are not
המסיבה,the party
תהרוג,kill
קום,get up
בצרות,in trouble
אמי,my mother
ני,ni
יהרוג,will kill
נשוי,married
שבועיים,two weeks
דו,two
הרצפה,the floor
ארה,uSA
תקשיבו,listen.
הקבוצה,the group
מסיבת,party
תגיע,you will arrive.
השגת,achievement
דיברת,you spoke.
זהב,gold
תסלח,forgive me.
מחבב,fond
הלכת,you went.
שומעת,hearing
אפשרות,possibility
ארד,bronze
להרים,lift
מק,mac
הפשע,the crime
בדיקת,testing
קולונל,colonel
קניתי,i bought
חברות,membership
בסכנה,in danger
הרגשה,feeling
הגנה,protection
לצד,next to
הלבן,the white
המנהל,the manager
ארוכה,long
שמת,you died.
חיות,liveliness
שכבר,already
המשרד,the office
אשמתי,my fault
נסה,try
האדמה,the earth
נמוך,low
לקחו,they took
בגיל,at age
מחכים,waiting
ההולדת,the birth
רעה,evil
הגברים,the men
קיבלנו,we received
איי,islands
אצלך,at your place
להירגע,relax
תיזהר,be careful.
פרופסור,professor
אום,um
טיפול,treatment
לזכור,remember
שלישי,third
סיפרה,she said
מדהימה,amazing
כלשהי,some
לאחור,behind
ובכל,and in all
בהתחלה,initially
מאושרת,happy
הדירה,the apartment
ואף,and even
בנוסף,in addition
בתיק,in the bag
שאל,ask
גנרל,general
מכתב,letter
ליסה,lisa
דולרים,dollars
רחוב,street
הברית,the alliance
ולמה,and why?
יקירי,dear
לעזרה,for help
החלטתי,i decided
ריאן,ryan
לבין,between
לגעת,touch
מבית,from home
לנהל,manage
צרות,narrowness
איום,threat
כלפי,towards
ימין,right
לחיי,for my life
דה,the
הישן,the old one
נורה,bulb
בעיקר,mostly
שמשהו,something
דואג,worried
נהרג,killed
ושוב,and again
פחד,fear
גרה,lived
לילי,lily
להציג,display
פרי,fruit
נתנו,we gave
השוטרים,the policemen
הבגדים,the clothes
תוציא,take out
מזהה,iD
לעצמו,himself
מחיר,price
תקווה,hope
כֵּן,yes
תמות,you will die.
בעד,for
נהנה,beneficiary
אמילי,emily
להן,them
הקרב,the battle
אחותך,your sister
משטרת,police
משלם,paying
נוסעים,passengers
חום,heat
מטרה,purpose
ללמד,teach
ישנם,there are
האמא,the mother
עיר,city
בימים,in the days
השינה,sleep
תזוז,move
גדולות,big
אמן,artist
נאמר,spoken
לעקוב,follow
אנסה,i will try.
להיפטר,to get rid of
האבטחה,security
שאבא,shaba
רוג,rogue
צד,party
נקודה,point
שחקן,player
מוטב,better
המפתחות,the keys
עבדתי,i worked
קרטר,carter
הרכבת,the train
הבלש,the detective
אהבת,love
נקודות,points
שיחות,calls
בעיניי,in my opinion
אישית,personally
קים,kim
כוחות,forces
חוסר,lack
ההיא,that
פגע,affliction
לנהוג,drive
גיבור,hero
תשובה,answer
רגשות,feelings
השוטר,the policeman
תפסיקו,stop it.
מהנה,enjoyable
לשכב,lie
להבטיח,ensure
בפרקים,in chapters
מרוצה,satisfied
לשיר,sing
שמן,oil
צבע,color
למדי,quite
מכך,from this
דייב,dave
למקרה,in case
לובש,wearing
לשקר,lie
המחשב,the computer
גבוהה,high
מגעיל,disgusting
ירה,shot
שיכור,drunk
נפל,fell
יתכן,possibly
להחליט,decide
עליכם,you are upon me.
אוה,oh
לנשום,breathe
ראו,see
לבטוח,trust
החוף,the beach
טעים,tasty
בוכה,crying
הפסקה,break
קראת,you read
משתמשים,users
רעים,bad
שמות,names
מג,mag
האהוב,the beloved
לארי,larry
בהריון,pregnant
השטח,the area
נותנים,give
קוד,code
למכונית,for the car
כועסת,angry
כשזה,when this
לשני,for two
המקרה,the case
למסיבה,for the party
האנק,hank
נותנת,gives
בטלוויזיה,on television
לסדר,order
מבחינה,in terms of
לקפוץ,jump
תבין,understand
לאדם,per person
קוראת,reader
מיוחדת,special
מולי,molly
השופט,the judge
לסבול,suffer
מהן,what are they?
the,the
קסון,cason
בשלב,in phase
והייתי,and I was
ורק,and only
אבטחה,securing
נא,please
הבניין,the building
שהכל,that everything
באיזו,in which
הצ,the Czech
משפט,sentence
ואתם,and you?
שניה,second
עזבה,left
העסקה,employment
תשע,nine
אבוא,i will come.
ראשי,main
שכח,forgot
כבודו,his Honor
יורד,descending
להסתיר,hide
למרבה,to the extent that
שיכולתי,i could
מוח,brain
לוח,board
דודה,aunt
חזיר,pig
שנעשה,let's do it.
לאיש,man
כבד,liver
מקרים,cases
ביצים,eggs
התכנית,the program
בג,in the
השתמש,use
נתנה,gave
מטפל,therapist
המילים,the words
בעצמו,himself
שתעשה,that you do
קיוויתי,i hoped
ביד,in hand
אליסון,alison
העבר,the past
אנני,annie
תפוס,occupied
פנוי,vacant
הגברת,the lady
יצאתי,i went out
לפתור,solve
שהיינו,that we were
איפשהו,somewhere
שותף,partner
מצויין,excellent
יוכלו,will be able
תניח,let go
ארצה,i will land
הזקן,the old man
להתנצל,apologize
מריח,smells
השותף,the partner
להתרחק,to move away
לאחד,to one
ימות,will die
לשרוד,survive
שיניים,teeth
בעזרת,with the help of
התמונות,the pictures
נוספים,more
שתדע,you know
תרגום,translation
מודע,aware
אמך,your mother
דירה,apartment
קבוצת,group
מקסים,charming
חור,hole
רומן,novel
מזון,food
במלון,at the hotel
סוד,secret
ביטחון,security
שתמיד,that always
איכשהו,somehow
לשבור,break
you,you
השטן,the devil
טבעי,natural
בניו,in his sons
השבט,the tribe
משפחתי,family
קרן,fund
שנראה,let's see.
מפחדת,afraid
שרציתי,i wanted
נגיד,governor
השתנה,changed
אביו,his father
האחד,the one
סיימנו,we are finished.
שכולנו,that we all
חנות,store
תהיו,be
צבא,army
עצמם,themselves
עוזבת,leaving
היחסים,the relationship
מקומות,places
אדמה,land
זבל,manure
אתי,ethical
האב,the father
חמור,serious
תעשו,do it.
קבוצה,group
יכל,could
מסוים,certain
חשבנו,we thought
ראינו,we saw
חוזרים,returning
תתרחק,stay away.
הוכחה,proof
למשל,for example
תלכי,go.
סוס,horse
סומך,reliant
בחינם,free
ניסית,you tried.
וש,and
והנה,and here it is
סופר,writer
בדקתי,i checked.
קסם,magic
בחנות,in the store
בקרב,among
סלחי,forgive me.
מתנהג,behaving
לכבוד,in honor of
מזכיר,secretary
חיפוש,search
אהב,loved
שכר,wage
פועל,worker
חזרת,mumps
מהו,what is it?
מתכנן,planner
תהיתי,i wondered
לנחש,guess
בשבילנו,for us
הדוד,the uncle
חייל,soldier
מועדון,club
משוגעת,crazy
מפתח,key
החומר,the material
נורמלי,normal
להסתובב,turn around
תעצור,stop.
נוספות,more
האח,the brother
אפס,zero
נייר,paper
גיל,age
גוף,body
ההחלטה,the decision
סטיבן,stephen
היחידי,the only one
השאיר,left
רוז,rose
דר,dr.
החל,starting
הזין,the cock
תקוע,stuck
סע,go.
לילד,for the child
מזדיין,fucking
נעלמה,disappeared
נכונה,correctly
הצבא,the army
ונס,miracle
צדקת,you were right.
לדרך,on the road
ששמעתי,i heard
ישמור,will keep
שאהיה,i will be
חיפשתי,i was looking for
מושלמת,perfect
דאג,doug
בהתחשב,considering
המורה,the teacher
לחגוג,celebrate
מורה,teacher
במערכת,in the system
תקרא,read
עייף,tired
יל,yel
קנה,barrel
להזכיר,remind
אחריות,responsibility
ברח,escaped
ראוי,worthy
איתכם,with you
ארתור,arthur
שולחן,table
קטנות,small
שלעולם,that never
משלי,proverbs
תצטרכי,you will need
מטומטם,dumb
הקו,the line
מכוניות,cars
דעתי,my opinion
מוסיקה,music
מטוס,plane
ריח,smell
הצעה,proposal
הפגישה,the meeting
הטבעת,the ring
ננסה,we will try.
קלה,easy
עצרו,stop
ואבא,and dad
אלפי,thousands
לברר,clarify
מזוין,armed
סתום,blocked
רץ,running
מגן,shield
דוק,doc
אקבל,i will accept
דווקא,exactly
השעון,the clock
במרכז,in the center
מפריע,disturbing
שמעולם,who never
יחסי,relative
מלון,hotel
ההודעה,the message
אף-אחד,nobody
חכמה,wisdom
להאשים,blame
מישל,michelle
החולצה,the shirt
מרשים,impressive
נמשיך,let's continue.
בתא,in the cell
מפלצת,monster
שיחת,call
לראש,to the head
למשוך,attract
ועד,committee
שיט,sailing
ההגנה,the defense
עדין,gentle
להפריע,disturb
עברה,passage
הקפה,the coffee
רבקה,rebecca
ולאחר,and after
בכמה,how many?
שנות,years
תמשיכי,keep going.
צאו,go out
תחושה,feel
המלכה,the Queen
אחריך,after you
מוזרה,strange
הכאב,the pain
מאוהב,in love
תרופות,medications
תפתח,open
השלישי,the third
מסובך,complicated
צר,narrow
לבכות,cry
מצלמה,camera
לחתוך,cut
הקיר,the wall
מראש,in advance
לזהות,identify
לקום,get up
באו,they came
המאמן,the coach
טיילור,taylor
בעיניים,in the eyes
רצו,wanted
לנשק,kiss
תוכניות,programs
שולח,sender
הכרתי,conscious
הלכו,they went
מעדיפה,prefer
כדורים,balls
עזר,help
תדע,you will know
בדירה,in the apartment
שרצית,you wanted
שיהיו,to be
עזור,help
רגליים,feet
בחודש,in the month
עדן,eden
שעתיים,two hours
איתן,strong
חסרת,lacking
הניתוח,the analysis
שירות,service
בדם,in the blood
הנראה,the visible
ועדיין,and yet
ארלס,arles
אמיתיים,real
עשיר,rich
נזק,damage
קרובות,close
תירה,shoot
למלא,fill
קרח,ice
לחלוק,share
המתים,the dead
s,s
גרועה,bad
החוקים,the rules
הכוונה,intention
האמיתית,the real one
השער,the gate
תחזרי,come back.
תשאל,ask
משאיר,leaves
נוגע,touching
בסיס,base
קלואי,chloe
הכביש,the road
לדעתך,in your opinion
תשתוק,shut up.
עצבני,nervous
היפה,the beautiful
נער,boy
מעשה,act
לבטל,cancel
לשאת,bear
וכעת,and now
המצלמה,the camera
אוון,owen
חזור,return
מצד,pillbox
החקירה,the investigation
בסך,in total
רשמי,official
הבעלים,the owner
מורגן,morgan
לפעול,act
ירצה,will want
מממ,mmm
שנקרא,called
לאיזה,to which
יימי,yami
דופק,pulse
והכל,and everything
מופתע,surprised
מסתובב,rotating
נפגע,injured
בידיים,in hands
היקר,dear
עוברים,passing
שימו,put
השחור,the black
חשוד,suspect
